인증번호,소재지,품목,재배면적.제곱미터.,생산계획량.톤.
1016048,경상북도 영덕군,배추,500,5.64
1016048,경상북도 영덕군,배추,440,4.97
1016048,경상북도 영덕군,배추,1994,22.5
1016048,경상북도 영덕군,배추,1347,15.2
1016048,경상북도 영덕군,배추,3164,35.71
1016048,경상북도 영덕군,배추,4294,48.46
1016048,경상북도 영덕군,배추,5177,58.43
1016048,경상북도 영덕군,배추,1833,20.69
1016048,경상북도 영덕군,배추,3018,34.06
1016048,경상북도 영덕군,배추,2988,33.72
1016048,경상북도 영덕군,배추,2985,33.69
1016048,경상북도 영덕군,배추,2988,33.72
1016048,경상북도 영덕군,배추,2901,32.74
1016048,경상북도 영덕군,배추,301,3.4
1016048,경상북도 영덕군,배추,1931,21.79
1016048,경상북도 영덕군,배추,2866,32.35
1016048,경상북도 영덕군,배추,921,10.39
1016048,경상북도 영덕군,배추,2140,24.15
1016048,경상북도 영덕군,배추,2744,30.97
1016048,경상북도 영덕군,배추,2411,27.21
1016048,경상북도 영덕군,배추,2636,29.75
1016048,경상북도 영덕군,배추,1990,22.46
1016048,경상북도 영덕군,배추,1983,22.38
1016048,경상북도 영덕군,배추,1586,17.9
1016048,경상북도 영덕군,배추,1690,19.07
1016048,경상북도 영덕군,배추,1045,11.79
1016048,경상북도 영덕군,배추,1749,19.74
1016048,경상북도 영덕군,배추,1597,18.02
1016048,경상북도 영덕군,배추,2602,29.37
1016048,경상북도 영덕군,배추,2500,28.22
1016048,경상북도 영덕군,배추,417,4.71
1016048,경상북도 영덕군,배추,1446,16.32
1016048,경상북도 영덕군,배추,3488,39.37
1016048,경상북도 영덕군,배추,105,1.19
1016048,경상북도 영덕군,배추,2140,24.15
1016048,경상북도 영덕군,배추,1845,20.82
1016048,경상북도 영덕군,배추,1769,19.96
1016048,경상북도 영덕군,배추,4000,45.14
1016048,경상북도 영덕군,배추,3813,43.03
1016048,경상북도 영덕군,배추,863,9.74
1016048,경상북도 영덕군,배추,180,2.03
1016048,경상북도 영덕군,배추,1293,14.59
1016048,경상북도 영덕군,배추,2815,31.77
1016048,경상북도 영덕군,배추,2205,24.89
1016048,경상북도 영덕군,배추,3256,36.75
1016048,경상북도 영덕군,배추,3548,40.04
1016048,경상북도 영덕군,배추,2380,26.86
1016048,경상북도 영덕군,배추,2509,28.32
1016048,경상북도 영덕군,배추,985,11.12
1016048,경상북도 영덕군,배추,1934,21.83
1016048,경상북도 영덕군,배추,5240,59.14
1016048,경상북도 영덕군,배추,2115,23.87
1016048,경상북도 영덕군,배추,2224,25.1
1016048,경상북도 영덕군,배추,2463,27.8
1016048,경상북도 영덕군,배추,1983,22.38
1016048,경상북도 영덕군,배추,2638,29.77
1016048,경상북도 영덕군,배추,3570,40.29
1016048,경상북도 영덕군,배추,2284,25.78
1016048,경상북도 영덕군,배추,1977,22.31
1016048,경상북도 영덕군,배추,2100,23.7
1016048,경상북도 영덕군,배추,1567,17.69
1016048,경상북도 영덕군,배추,26,0.29
1016048,경상북도 영덕군,배추,145,1.64
1016048,경상북도 영덕군,배추,922,10.41
1016048,경상북도 영덕군,배추,1144,12.91
1016048,경상북도 영덕군,배추,661,7.46
1016048,경상북도 영덕군,배추,1189,13.42
1016048,경상북도 영덕군,배추,2122,23.95
1016048,경상북도 영덕군,배추,836,9.44
1016048,경상북도 영덕군,배추,2314,26.12
1016048,경상북도 영덕군,배추,1850,20.88
1016048,경상북도 영덕군,배추,3895,43.96
1016048,경상북도 영덕군,배추,2941,33.19
1016048,경상북도 영덕군,배추,660,7.45
1016048,경상북도 영덕군,배추,120,1.35
1016048,경상북도 영덕군,배추,1269,14.32
1016048,경상북도 영덕군,배추,894,10.09
1016048,경상북도 영덕군,배추,1549,17.48
1016048,경상북도 영덕군,배추,1080,12.19
1016048,경상북도 영덕군,배추,4592,51.83
1016048,경상북도 영덕군,배추,2045,23.08
1016048,경상북도 영덕군,배추,1963,22.15
1016048,경상북도 영덕군,배추,800,9.03
1016048,경상북도 영덕군,배추,2400,27.09
1016048,경상북도 영덕군,배추,1880,21.22
1016048,경상북도 영덕군,배추,906,10.23
1016048,경상북도 영덕군,배추,820,9.25
1016048,경상북도 영덕군,배추,1326,14.97
1016048,경상북도 영덕군,배추,83,0.94
1016048,경상북도 영덕군,배추,15,0.17
1016048,경상북도 영덕군,배추,1547,17.46
1016048,경상북도 영덕군,배추,2750,31.04
1016048,경상북도 영덕군,배추,208,2.35
1016048,경상북도 영덕군,배추,955,10.78
1016048,경상북도 영덕군,배추,668,7.54
1016048,경상북도 영덕군,배추,559,6.31
1016048,경상북도 영덕군,배추,1134,12.8
1016048,경상북도 영덕군,배추,1041,11.75
1016048,경상북도 영덕군,배추,846,9.55
1016048,경상북도 영덕군,배추,443,5
1016048,경상북도 영덕군,배추,1481,16.71
1016048,경상북도 영덕군,배추,2612,29.48
1016048,경상북도 영덕군,배추,1808,20.41
1016048,경상북도 영덕군,배추,268,3.02
1016048,경상북도 영덕군,배추,734,8.28
1016048,경상북도 영덕군,배추,734,8.28
1016048,경상북도 영덕군,배추,4122,46.52
1016048,경상북도 영덕군,배추,1589,17.93
1016048,경상북도 영덕군,배추,4740,53.5
1016048,경상북도 영덕군,배추,772,8.71
1016048,경상북도 영덕군,배추,1430,16.14
1016048,경상북도 영덕군,배추,836,9.44
1016048,경상북도 영덕군,배추,1967,22.2
1016048,경상북도 영덕군,배추,1776,20.04
1016048,경상북도 영덕군,배추,1953,22.04
1016048,경상북도 영덕군,배추,224,2.53
1016048,경상북도 영덕군,배추,148,1.67
1016048,경상북도 영덕군,배추,1160,13.09
1016048,경상북도 영덕군,배추,327,3.69
1016048,경상북도 영덕군,배추,2367,26.71
1016048,경상북도 영덕군,배추,400,4.51
1016048,경상북도 영덕군,배추,1138,12.84
1016048,경상북도 영덕군,배추,1569,17.71
1016048,경상북도 영덕군,배추,3288,37.11
1016048,경상북도 영덕군,배추,1566,17.67
1016048,경상북도 영덕군,배추,2096,23.66
1016048,경상북도 영덕군,배추,883,9.97
1016048,경상북도 영덕군,배추,876,9.89
1016048,경상북도 영덕군,배추,572,6.46
1016048,경상북도 영덕군,배추,610,6.88
1016048,경상북도 영덕군,배추,1438,16.23
1016048,경상북도 영덕군,배추,4767,53.8
1016048,경상북도 영덕군,배추,1838,20.74
1016048,경상북도 영덕군,배추,562,6.34
1016048,경상북도 영덕군,배추,930,10.5
1016048,경상북도 영덕군,배추,1246,14.06
1016048,경상북도 영덕군,배추,2119,23.92
1016048,경상북도 영덕군,배추,996,11.24
1016048,경상북도 영덕군,배추,2354,26.57
1016048,경상북도 영덕군,배추,1322,14.92
1016048,경상북도 영덕군,배추,3775,42.6
1016048,경상북도 영덕군,배추,1837,20.73
1016048,경상북도 영덕군,배추,389,4.39
1016048,경상북도 영덕군,배추,1840,20.77
1016048,경상북도 영덕군,배추,1252,14.13
1016048,경상북도 영덕군,배추,2868,32.37
1016048,경상북도 영덕군,배추,298,3.36
1016048,경상북도 영덕군,배추,2989,33.73
1016048,경상북도 영덕군,배추,3848,43.43
1016048,경상북도 영덕군,배추,2560,28.89
1016048,경상북도 영덕군,배추,2946,33.25
1016048,경상북도 영덕군,배추,2886,32.57
1016048,경상북도 영덕군,배추,2801,31.61
1016048,경상북도 영덕군,배추,707,7.98
1016048,경상북도 영덕군,배추,406,4.58
1016048,경상북도 영덕군,배추,653,7.37
1016048,경상북도 영덕군,배추,713,8.05
1016048,경상북도 영덕군,배추,1279,14.43
1016048,경상북도 영덕군,배추,9319,105.17
1016048,경상북도 영덕군,배추,2301,25.97
1016048,경상북도 영덕군,배추,1437,16.22
1016048,경상북도 영덕군,배추,1392,15.71
1016048,경상북도 영덕군,배추,661,7.46
1016048,경상북도 영덕군,배추,1180,13.32
1016048,경상북도 영덕군,배추,4000,45.14
1016048,경상북도 영덕군,배추,1953,22.04
1016048,경상북도 영덕군,배추,1325,14.95
1016048,경상북도 영덕군,배추,1936,21.85
1016048,경상북도 영덕군,배추,1213,13.69
1016048,경상북도 영덕군,배추,2440,27.54
1016048,경상북도 영덕군,배추,1190,13.43
1016048,경상북도 영덕군,배추,400,4.51
1016048,경상북도 영덕군,배추,221,2.49
1016048,경상북도 영덕군,배추,3115,35.16
1016048,경상북도 영덕군,배추,5487,61.93
1016048,경상북도 영덕군,배추,621,7.01
1016048,경상북도 영덕군,배추,327,3.69
1016048,경상북도 영덕군,배추,1063,12
1016048,경상북도 영덕군,배추,120,1.35
1016048,경상북도 영덕군,배추,1155,13.04
1016048,경상북도 영덕군,배추,400,4.51
1016048,경상북도 영덕군,배추,754,8.51
1016048,경상북도 영덕군,배추,1726,19.48
1016048,경상북도 영덕군,배추,1021,11.52
1016048,경상북도 영덕군,배추,1310,14.78
1016048,경상북도 영덕군,배추,640,7.22
1016048,경상북도 영덕군,배추,1596,18.01
1016048,경상북도 영덕군,배추,3147,35.52
1016048,경상북도 영덕군,배추,1460,16.48
1016048,경상북도 영덕군,배추,570,6.43
1016048,경상북도 영덕군,배추,1835,20.71
1016048,경상북도 영덕군,배추,630,7.11
1016048,경상북도 영덕군,배추,2790,31.49
1016048,경상북도 영덕군,배추,2446,27.61
1016048,경상북도 영덕군,배추,1128,12.73
1016048,경상북도 영덕군,배추,1266,14.29
1016048,경상북도 영덕군,배추,2954,33.34
1016048,경상북도 영덕군,배추,985,11.12
1016048,경상북도 영덕군,배추,246,2.78
1016048,경상북도 영덕군,배추,2009,22.67
1016048,경상북도 영덕군,배추,3052,34.44
1016048,경상북도 영덕군,배추,2288,25.82
1016048,경상북도 영덕군,배추,2846,32.12
1016048,경상북도 영덕군,배추,3746,42.28
1016048,경상북도 영덕군,배추,206,2.32
1016048,경상북도 영덕군,배추,974,10.99
1016048,경상북도 영덕군,배추,736,8.31
1016048,경상북도 영덕군,배추,1015,11.46
1016048,경상북도 영덕군,배추,1665,18.79
1016048,경상북도 영덕군,배추,754,8.51
1016048,경상북도 영덕군,배추,1284,14.49
1016048,경상북도 영덕군,배추,1407,15.88
1016072,전라남도 강진군,배추,1320,7
1016075,전라남도 강진군,배추,3000,16
1016075,전라남도 강진군,배추,1521,8
1016075,전라남도 강진군,배추,1904,11
1016075,전라남도 강진군,배추,1468,8
1016077,전라남도 강진군,배추,1342,8
1016077,전라남도 강진군,배추,2306,12
1016082,전라남도 강진군,배추,2000,11
1016082,전라남도 강진군,배추,1000,6
1016085,전라남도 강진군,배추,1081,6
1016088,전라남도 강진군,배추,3514,19
1016088,전라남도 강진군,배추,1800,10
1016089,전라남도 강진군,배추,8994,50
1016090,전라남도 강진군,배추,1149,6
1016090,전라남도 강진군,배추,224,1
1016090,전라남도 강진군,배추,650,4
1016090,전라남도 강진군,배추,1744,9
1016091,전라남도 강진군,배추,2184,12
1016091,전라남도 강진군,배추,2681,15
1016092,전라남도 강진군,배추,942,4.5
1016092,전라남도 강진군,배추,13,0.5
1016092,전라남도 강진군,배추,1777,10
1016093,전라남도 강진군,배추,981,5
1016093,전라남도 강진군,배추,1590,8
1016093,전라남도 강진군,배추,307,1.5
1016093,전라남도 강진군,배추,661,3
1016093,전라남도 강진군,배추,703,3.5
1017215,충청북도 진천군,배추,700,1
1017215,충청북도 진천군,배추,700,2
1017215,충청북도 진천군,배추,2760,4
1017215,충청북도 진천군,배추,2350,1.3
1017215,충청북도 진천군,배추,900,0.5
1017215,충청북도 진천군,배추,1940,1.1
1017215,충청북도 진천군,배추,877,0.5
1017215,충청북도 진천군,배추,1242,1.8
1017215,충청북도 진천군,배추,9780,5.7
1017215,충청북도 진천군,배추,1000,0.5
1017215,충청북도 진천군,배추,2760,2
1017215,충청북도 진천군,배추,2760,2
1017215,충청북도 진천군,배추,2971,4.4
1017215,충청북도 진천군,배추,3922,4.5
1017215,충청북도 진천군,배추,3922,8.7
1017215,충청북도 진천군,배추,1220,1.8
1017215,충청북도 진천군,배추,1500,4.4
1017215,충청북도 진천군,배추,1500,3
1017215,충청북도 진천군,배추,2510,3.7
1017215,충청북도 진천군,배추,2870,0.8
1017215,충청북도 진천군,배추,1683,0.4
1017215,충청북도 진천군,배추,3107,0.9
1017215,충청북도 진천군,배추,1864,0.5
1017215,충청북도 진천군,배추,1964,0.5
1017215,충청북도 진천군,배추,1471,0.4
1017215,충청북도 진천군,배추,1074,1.5
1017215,충청북도 진천군,배추,1316,1.9
1017215,충청북도 진천군,배추,1600,2.3
1017215,충청북도 진천군,배추,1215,1.8
1017215,충청북도 진천군,배추,1215,1
1017215,충청북도 진천군,배추,1000,1.5
1017215,충청북도 진천군,배추,1000,1.4
1017215,충청북도 진천군,배추,3750,5.5
1017215,충청북도 진천군,배추,710,0.5
1017215,충청북도 진천군,배추,710,0.5
1017215,충청북도 진천군,배추,1405,2
1017467,충청북도 괴산군,배추,19.8,0.1
1017467,충청북도 괴산군,배추,207.8,0.1
1017467,충청북도 괴산군,배추,501.27,0.3
1017467,충청북도 괴산군,배추,1866.75,1
1017561,전라북도 부안군,배추,2645,10.6
1017561,전라북도 부안군,배추,2645,10.6
1017561,전라북도 부안군,배추,2240,9
1017561,전라북도 부안군,배추,3031,12.1
1017561,전라북도 부안군,배추,2240,9
1017561,전라북도 부안군,배추,1974,7.9
1017561,전라북도 부안군,배추,1974,7.9
1017561,전라북도 부안군,배추,1840,7.4
1017561,전라북도 부안군,배추,1840,7.4
1017561,전라북도 부안군,배추,1729,6.9
1017561,전라북도 부안군,배추,3031,12.1
1017561,전라북도 부안군,배추,324,1.3
1017561,전라북도 부안군,배추,92,0.4
1017561,전라북도 부안군,배추,92,0.4
1017561,전라북도 부안군,배추,169,0.7
1017561,전라북도 부안군,배추,169,0.7
1017561,전라북도 부안군,배추,225,0.9
1017561,전라북도 부안군,배추,225,0.9
1017561,전라북도 부안군,배추,3329,13.3
1017561,전라북도 부안군,배추,324,1.3
1017561,전라북도 부안군,배추,340,1.4
1017561,전라북도 부안군,배추,3329,13.3
1017561,전라북도 부안군,배추,3217,12.9
1017561,전라북도 부안군,배추,3217,12.9
1017561,전라북도 부안군,배추,3107,12.4
1017561,전라북도 부안군,배추,1729,6.9
1017561,전라북도 부안군,배추,340,1.4
1017561,전라북도 부안군,배추,1260,5
1017561,전라북도 부안군,배추,1260,5
1017561,전라북도 부안군,배추,584,2.3
1017561,전라북도 부안군,배추,584,2.3
1017561,전라북도 부안군,배추,3107,12.4
1017561,전라북도 부안군,배추,436,1.7
1017561,전라북도 부안군,배추,436,1.7
1017561,전라북도 부안군,배추,11284,45.1
1017561,전라북도 부안군,배추,3583,14.3
1017561,전라북도 부안군,배추,4562,18.2
1017561,전라북도 부안군,배추,4562,18.2
1017561,전라북도 부안군,배추,5869,23.5
1017561,전라북도 부안군,배추,5869,23.5
1017561,전라북도 부안군,배추,6423,25.7
1017561,전라북도 부안군,배추,6423,25.7
1017561,전라북도 부안군,배추,11284,45.1
1017561,전라북도 부안군,배추,3583,14.3
1017563,대전광역시 유성구,배추,840,1.2
1017563,대전광역시 유성구,배추,150,0.3
1017563,대전광역시 유성구,배추,330,0.15
1017563,대전광역시 유성구,배추,150,0.3
1017563,대전광역시 유성구,배추,840,0.7
1017563,대전광역시 유성구,배추,330,0.05
1017563,대전광역시 유성구,배추,840,0.2
1017563,대전광역시 유성구,배추,150,0.1
1017563,대전광역시 유성구,배추,840,0.2
1017563,대전광역시 유성구,배추,150,0.1
1017563,대전광역시 유성구,배추,840,0.35
1017563,대전광역시 유성구,배추,150,0.15
1017563,대전광역시 유성구,배추,840,0.7
1017563,대전광역시 유성구,배추,150,0.3
1017563,대전광역시 유성구,배추,840,0.9
1017563,대전광역시 유성구,배추,150,0.3
1017563,대전광역시 유성구,배추,660,0.7
1017563,대전광역시 유성구,배추,330,0.3
1017563,대전광역시 유성구,배추,2145,0.5
1018169,전라남도 해남군,배추,1247,7
1018169,전라남도 해남군,배추,4010,22
1018169,전라남도 해남군,배추,1740,10
1018298,전라남도 해남군,배추,34,0.24
1018298,전라남도 해남군,배추,316,2.21
1018298,전라남도 해남군,배추,79,0.55
1018298,전라남도 해남군,배추,2380,16.66
1018298,전라남도 해남군,배추,55,0.39
1018298,전라남도 해남군,배추,87,0.61
1018298,전라남도 해남군,배추,178,1.25
1018298,전라남도 해남군,배추,50,0.35
1018298,전라남도 해남군,배추,1498,10.49
1018298,전라남도 해남군,배추,889,6.22
1018298,전라남도 해남군,배추,400,2.8
1018298,전라남도 해남군,배추,172,1.2
1018298,전라남도 해남군,배추,140,0.98
1018298,전라남도 해남군,배추,441,3.09
1018298,전라남도 해남군,배추,675,4.73
1018298,전라남도 해남군,배추,66,0.46
1018298,전라남도 해남군,배추,75,0.53
1018298,전라남도 해남군,배추,130,0.91
1018298,전라남도 해남군,배추,1061,7.43
1018298,전라남도 해남군,배추,1540,10.78
1018298,전라남도 해남군,배추,130,0.91
1018298,전라남도 해남군,배추,60,0.42
1018298,전라남도 해남군,배추,2646,18.52
1018298,전라남도 해남군,배추,10904,76.33
1018298,전라남도 해남군,배추,90,0.63
1018298,전라남도 해남군,배추,84,0.59
1018298,전라남도 해남군,배추,2300,16.1
1018298,전라남도 해남군,배추,2500,17.5
1018298,전라남도 해남군,배추,2850,19.95
1018298,전라남도 해남군,배추,2000,14
1018298,전라남도 해남군,배추,100,0.7
1018298,전라남도 해남군,배추,1200,8.4
1018298,전라남도 해남군,배추,1339,9.37
1018298,전라남도 해남군,배추,499,3.49
1018298,전라남도 해남군,배추,2350,16.45
1018298,전라남도 해남군,배추,1020,7.14
1018298,전라남도 해남군,배추,777,5.44
1018298,전라남도 해남군,배추,381,2.67
1018298,전라남도 해남군,배추,875,6.13
1018298,전라남도 해남군,배추,50,0.35
1018298,전라남도 해남군,배추,45,0.32
1018298,전라남도 해남군,배추,40,0.28
1018298,전라남도 해남군,배추,1220,8.54
1018298,전라남도 해남군,배추,50,0.35
1018298,전라남도 해남군,배추,230,1.61
1018298,전라남도 해남군,배추,35,0.25
1018298,전라남도 해남군,배추,125,0.88
1018298,전라남도 해남군,배추,1246,8.72
1018298,전라남도 해남군,배추,393,2.75
1018298,전라남도 해남군,배추,350,2.45
1018298,전라남도 해남군,배추,4407,30.85
1018298,전라남도 해남군,배추,790,5.53
1018298,전라남도 해남군,배추,2580,18.06
1018298,전라남도 해남군,배추,100,0.7
1018298,전라남도 해남군,배추,70,0.49
1018298,전라남도 해남군,배추,3187,22.31
1018298,전라남도 해남군,배추,1709,11.96
1018298,전라남도 해남군,배추,41,0.29
1018298,전라남도 해남군,배추,1645,11.52
1018298,전라남도 해남군,배추,85,0.6
1018298,전라남도 해남군,배추,50,0.35
1018298,전라남도 해남군,배추,60,0.42
1018298,전라남도 해남군,배추,110,0.77
1018298,전라남도 해남군,배추,100,0.7
1018298,전라남도 해남군,배추,850,5.95
1018298,전라남도 해남군,배추,650,4.55
1018298,전라남도 해남군,배추,860,6.02
1018298,전라남도 해남군,배추,626,4.38
1018298,전라남도 해남군,배추,1002,7.01
1018298,전라남도 해남군,배추,840,5.88
1018298,전라남도 해남군,배추,1180,8.26
1018298,전라남도 해남군,배추,280,1.96
1018298,전라남도 해남군,배추,230,1.61
1018298,전라남도 해남군,배추,3047,21.33
1018298,전라남도 해남군,배추,1342,9.39
1018298,전라남도 해남군,배추,1184,8.29
1018298,전라남도 해남군,배추,400,2.8
1018298,전라남도 해남군,배추,50,0.35
1018298,전라남도 해남군,배추,685,4.8
1018298,전라남도 해남군,배추,180,1.26
1018298,전라남도 해남군,배추,80,0.56
1018298,전라남도 해남군,배추,300,2.1
1018298,전라남도 해남군,배추,160,1.12
1018298,전라남도 해남군,배추,110,0.77
1018298,전라남도 해남군,배추,85,0.6
1018298,전라남도 해남군,배추,5200,36.4
1018298,전라남도 해남군,배추,1230,8.61
1018298,전라남도 해남군,배추,88,0.62
1018298,전라남도 해남군,배추,58,0.41
1018298,전라남도 해남군,배추,7277,50.94
1018298,전라남도 해남군,배추,8700,60.9
1018298,전라남도 해남군,배추,580,4.06
1018298,전라남도 해남군,배추,1020,7.14
1018298,전라남도 해남군,배추,1600,11.2
1018299,전라남도 해남군,배추,202,1.41
1018299,전라남도 해남군,배추,192,1.34
1018299,전라남도 해남군,배추,112,0.78
1018299,전라남도 해남군,배추,30,0.21
1018299,전라남도 해남군,배추,670,4.69
1018299,전라남도 해남군,배추,1250,8.75
1018299,전라남도 해남군,배추,40,0.28
1018299,전라남도 해남군,배추,304,2.13
1018299,전라남도 해남군,배추,246,1.72
1018299,전라남도 해남군,배추,1268,8.88
1018299,전라남도 해남군,배추,120,0.84
1018299,전라남도 해남군,배추,30,0.21
1018299,전라남도 해남군,배추,1960,13.72
1018299,전라남도 해남군,배추,1569,10.98
1018299,전라남도 해남군,배추,905,6.34
1018299,전라남도 해남군,배추,1268,8.88
1018299,전라남도 해남군,배추,120,0.84
1018299,전라남도 해남군,배추,1900,13.3
1018299,전라남도 해남군,배추,20,0.14
1018299,전라남도 해남군,배추,1600,11.2
1018299,전라남도 해남군,배추,50,0.35
1018299,전라남도 해남군,배추,2668,18.68
1018299,전라남도 해남군,배추,1600,11.2
1018299,전라남도 해남군,배추,1231,8.62
1018299,전라남도 해남군,배추,152,1.06
1018299,전라남도 해남군,배추,316,2.21
1018299,전라남도 해남군,배추,110,0.77
1018299,전라남도 해남군,배추,580,4.06
1018299,전라남도 해남군,배추,120,0.84
1018299,전라남도 해남군,배추,4400,30.8
1018299,전라남도 해남군,배추,2818,19.73
1018299,전라남도 해남군,배추,1587,11.11
1018299,전라남도 해남군,배추,142,0.99
1018299,전라남도 해남군,배추,71,0.5
1018299,전라남도 해남군,배추,2400,16.8
1018299,전라남도 해남군,배추,200,1.4
1018583,경상남도 김해시,배추,1338,4
1018583,경상남도 김해시,배추,585,1.2
1018583,경상남도 김해시,배추,585,1.8
1018583,경상남도 김해시,배추,585,5.8
1018583,경상남도 김해시,배추,585,5.8
1018583,경상남도 김해시,배추,931,9.3
1018583,경상남도 김해시,배추,908,9
1018583,경상남도 김해시,배추,908,9
1018583,경상남도 김해시,배추,908,2.7
1018583,경상남도 김해시,배추,908,1.8
1018583,경상남도 김해시,배추,785,1.6
1018583,경상남도 김해시,배추,785,2.4
1018583,경상남도 김해시,배추,785,7.8
1018583,경상남도 김해시,배추,785,7.8
1018583,경상남도 김해시,배추,254,2.5
1018583,경상남도 김해시,배추,254,2.5
1018583,경상남도 김해시,배추,254,0.8
1018583,경상남도 김해시,배추,254,0.5
1018583,경상남도 김해시,배추,931,9.3
1018583,경상남도 김해시,배추,931,1.9
1018583,경상남도 김해시,배추,931,2.8
1018583,경상남도 김해시,배추,1175,3.5
1018583,경상남도 김해시,배추,3160,9.5
1018583,경상남도 김해시,배추,1857,18.5
1018583,경상남도 김해시,배추,1346,2.7
1018583,경상남도 김해시,배추,1346,4
1018583,경상남도 김해시,배추,125,1.3
1018583,경상남도 김해시,배추,709,2.1
1018583,경상남도 김해시,배추,709,1.4
1018583,경상남도 김해시,배추,125,0.3
1018583,경상남도 김해시,배추,125,1.3
1018583,경상남도 김해시,배추,709,7.1
1018583,경상남도 김해시,배추,1346,13.5
1018583,경상남도 김해시,배추,1620,16.2
1018583,경상남도 김해시,배추,1620,16.2
1018583,경상남도 김해시,배추,1620,4.9
1018583,경상남도 김해시,배추,1620,3.2
1018583,경상남도 김해시,배추,1869,5.6
1018583,경상남도 김해시,배추,858,2.6
1018583,경상남도 김해시,배추,1857,5.6
1018583,경상남도 김해시,배추,1857,3.7
1018583,경상남도 김해시,배추,1857,18.5
1018583,경상남도 김해시,배추,709,7.1
1018583,경상남도 김해시,배추,1346,13.5
1018583,경상남도 김해시,배추,125,1.3
1018603,경상남도 통영시,배추,984,1.5
1018603,경상남도 통영시,배추,839,1
1018603,경상남도 통영시,배추,839,1.2
1018609,경상남도 통영시,배추,204,2
1018609,경상남도 통영시,배추,781,1
1018609,경상남도 통영시,배추,205,1
1018609,경상남도 통영시,배추,242,1
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,82,0.2
1018612,경상남도 통영시,배추,128,0.3
1018612,경상남도 통영시,배추,181,0.5
1018612,경상남도 통영시,배추,181,0.5
